objectid,parentid,title,creator,date,object type,description,subject,current location,former location,format,display_template,object_location,image_small,image_thumb,object_transcript,notes,@
id_0880,,Recital of Voice Pupils,,1958-11-08,program,Extra copy of the recital program (not scanned),Recital; Choir; Worship; Performance; Fellowship,,II Roberson: HWY's 100 Year Anniversary,,,,,,,,
id_0881,,Christmas Carolling Schedule,,,schedule,A numbered list of locations for Christmas carollers,Choir; Worship; Christmas,,II Roberson: HWY's 100 Year Anniversary,image/png,image,/objects/id_0881.png,/objects/small/id_0881.png,/objects/thumbs/id_0881.png,,,
id_0882,,Male Chorus of Sweden,,1958-01-01,letter,Thank you message and group portrait of the Full GGospel Ministers Male Chorus of Sweden from their 1958 tour of the United States and Canada,Choir; Worship; Fellowship; Sweden,,II Roberson: HWY's 100 Year Anniversary,image/png,image,/objects/id_0882.png,/objects/small/id_0882.png,/objects/thumbs/id_0882.png,,,
id_0883,id_0883,Choir at James Memorial Methodist Church,,1958-11-15,program,"The Young Adult Fellowship presents The Highway Choral Group at Janes Memorial Methodist Church in Germantown, PA with choir directress Elizabeth V. McDowell",Choir; Worship; Service; Fellowship,,II Roberson: HWY's 100 Year Anniversary,compound_object,compound_object,/objects/id_0883.png,/objects/small/id_0883.png,/objects/thumbs/id_0883.png,,,
id_0884,id_0883,Choir at James Memorial Methodist Church,,1958-11-15,program,Order of worship,Choir; Worship; Service; Fellowship,,II Roberson: HWY's 100 Year Anniversary,image/png,image,/objects/id_0884.png,/objects/small/id_0884.png,/objects/thumbs/id_0884.png,,,
id_0885,id_0885,Sunday School Program,,1958-03-22,program,"Front cover: drawing of a lighthouse with the title ""Always Faithful in"" and the words ""Missions,"" ""Prayer,"" ""Testimony,"" ""Service,"" ""Family Devotions,"" ""Stewardship,"" and ""Attendance"" radiating from the lighthouse; Back cover: handwritten note",Children's Ministry; Service; Fellowship; Worship; Missions; Prayer; Testimony; Service; Family Devotions; Stewardship; Attendance; Lighthouse; Sunday School,,II Roberson: HWY's 100 Year Anniversary,compound_object,compound_object,/objects/id_0885.png,/objects/small/id_0885.png,/objects/thumbs/id_0885.png,,,
id_0886,id_0885,Sunday School Program,,1958-03-22,program,"1  Corinithians 12:28, Highway Mission Tabernacle Sunday School March 22, 1958; Order of Worship",Children's Ministry; Scripture; Sunday School; Worship; Service; Prayer; Fellowship,,II Roberson: HWY's 100 Year Anniversary,image/png,image,/objects/id_0886.png,/objects/small/id_0886.png,/objects/thumbs/id_0886.png,,,
id_0887,id_0887,Evangel College Concert,,1959-01-01,program,"Front Cover: Evangel College Concert Band, Spring Tour 1959, Springfield, MO; Back Cover: Band Personnel List",Evangel College; Assemblies of God; Band; Worship; Service; Fellowship,,II Roberson: HWY's 100 Year Anniversary,compound_object,compound_object,/objects/id_0887.png,/objects/small/id_0887.png,/objects/thumbs/id_0887.png,,,
id_0888,id_0887,Evangel College Concert,,1959-01-01,program,Program of performances; Information request form for Evangel College,Evangel College; Assemblies of God; Band; Worship; Service; Fellowship,,II Roberson: HWY's 100 Year Anniversary,image/png,image,/objects/id_0888.png,/objects/small/id_0888.png,/objects/thumbs/id_0888.png,,,
id_0889,id_0887,Evangel College Concert,,1959-01-01,image,Portrait of the Evangel College Concert Band,Evangel College; Assemblies of God; Band; Worship; Service; Fellowship,,II Roberson: HWY's 100 Year Anniversary,image/png,image,/objects/id_0889.png,/objects/small/id_0889.png,/objects/thumbs/id_0889.png,,,
id_0890,id_0890,Service of Sacred Music,,1959-05-23,program,Front Cover: Service of Sacred Music Presented by The Highway Choir and The Full Gospel Symphony at Highway Tabernacle (19th and Green) with an image of a cross; Back Cover: Full Gospel Symphony's conductor and accompanist and Highway Choir's directress and accompanists,Choir; Service; Fellowship; Worship,,II Roberson: HWY's 100 Year Anniversary,compound_object,compound_object,/objects/id_0890.png,/objects/small/id_0890.png,/objects/thumbs/id_0890.png,,,
id_0891,id_0890,Service of Sacred Music,,1959-05-23,program,Program of performances,Choir; Service; Fellowship; Worship,,II Roberson: HWY's 100 Year Anniversary,image/png,image,/objects/id_0891.png,/objects/small/id_0891.png,/objects/thumbs/id_0891.png,,,
id_0892,,65th Anniversary Invitation,,1959-11-15,invitation,"Photograph of Highway Tabernacle at 19th and Green Street with text reading: ""Your invitation to . . . Highway Mission Tabernacle 19th and Green Sts. - Philadelphia, PA. Pastor W. H. Roberson - Assoc. G. B. Waggoner, 65th Anniversary Services, November 15-29, Sunday 11 A.M.- 7:30 P.M. - Tues. thru Fri. 8 P.M., Evangelist Robert F. Fierro, San Jose, Calif., Three Great Services Thanksgiving Day.""",Anniversary; Service; Fellowship; Worship,,II Roberson: HWY's 100 Year Anniversary,image/png,image,/objects/id_0892.png,/objects/small/id_0892.png,/objects/thumbs/id_0892.png,,,
id_0893,id_0893,Women's Missionary Council Booklet,,1959-01-01,booklet,"Cover with a colored-in red heart with a badge through the middle reading ""WMC""",Women's Missionary Council,,II Roberson: HWY's 100 Year Anniversary,compound_object,compound_object,/objects/id_0893.png,/objects/small/id_0893.png,/objects/thumbs/id_0893.png,,,
id_0894,id_0893,Women's Missionary Council Booklet,,1959-01-01,booklet,"A drawing of a castle with the text, ""1959, Women's Missionary Council, Highway Tabernacle, 19th and Green Streets, Philadelphia, Penna.""",Women's Missionary Council,,II Roberson: HWY's 100 Year Anniversary,image/png,image,/objects/id_0894.png,/objects/small/id_0894.png,/objects/thumbs/id_0894.png,,,
id_0895,id_0893,Women's Missionary Council Booklet,,1959-01-01,booklet,"Group motto, colors, scripture, and prayer; Dedication to Margaret Strong, first WMC President",Women's Missionary Council; Sevice; Fellowship; Missions,,II Roberson: HWY's 100 Year Anniversary,image/png,image,/objects/id_0895.png,/objects/small/id_0895.png,/objects/thumbs/id_0895.png,,,
id_0896,id_0893,Women's Missionary Council Booklet,,1959-01-01,booklet,"National WMC Chorus, Distric [sic] Chorus, Local Chorus; 1958 Officers, Officer Election Date, Meeting Time, Age Limit",Women's Missionary Council; Sevice; Fellowship; Missions; Assemblies of God; Worship; Leadership,,II Roberson: HWY's 100 Year Anniversary,image/png,image,/objects/id_0896.png,/objects/small/id_0896.png,/objects/thumbs/id_0896.png,,,
id_0897,id_0893,Women's Missionary Council Booklet,,1959-01-01,booklet,"Penny Drive Information, Coupon and Stamps Guidelines, Request for Membeers to save nylons, old sheets, and Christmas and Greeting cards; Group adopted missionaries, work preparation committee, contact committee, note about sending birthday and get well soon cards",Women's Missionary Council; Sevice; Fellowship; Missions; Assemblies of God; Leadership,,II Roberson: HWY's 100 Year Anniversary,image/png,image,/objects/id_0897.png,/objects/small/id_0897.png,/objects/thumbs/id_0897.png,,,
id_0898,id_0893,Women's Missionary Council Booklet,,1959-01-01,booklet,"January scripture, devotions, country reprented, election, objects to collect, poem; February scripture, devotions, country represented, annual offering, object collection, and poem",Women's Missionary Council; Sevice; Fellowship; Missions; Assemblies of God; Scripture; Devotions; Poem; Object Drive,,II Roberson: HWY's 100 Year Anniversary,image/png,image,/objects/id_0898.png,/objects/small/id_0898.png,/objects/thumbs/id_0898.png,,,
id_0899,id_0893,Women's Missionary Council Booklet,,1959-01-01,booklet,"March scripture, devotions, country represented, items to collect, missions rally, get together with Missionettes, and poem; April scripture, devotions, speakers, country represented, items to collect, and poem",Women's Missionary Council; Sevice; Fellowship; Missions; Assemblies of God; Scripture; Devotions; Poem; Object Drive; Project; Missionettes,,II Roberson: HWY's 100 Year Anniversary,image/png,image,/objects/id_0899.png,/objects/small/id_0899.png,/objects/thumbs/id_0899.png,,,
id_0900,id_0893,Women's Missionary Council Booklet,,1959-01-01,booklet,"May scripture, devotions, country represented, items to collect, project, and poem; June scripture, devotions, picnic, items to collect, project, and poem",Women's Missionary Council; Sevice; Fellowship; Missions; Assemblies of God; Scripture; Devotions; Poem; Object Drive; Picnic; Project,,II Roberson: HWY's 100 Year Anniversary,image/png,image,/objects/id_0900.png,/objects/small/id_0900.png,/objects/thumbs/id_0900.png,,,
id_0901,id_0893,Women's Missionary Council Booklet,,1959-01-01,booklet,July and August (blank),Women's Missionary Council,,II Roberson: HWY's 100 Year Anniversary,image/png,image,/objects/id_0901.png,/objects/small/id_0901.png,/objects/thumbs/id_0901.png,,,
id_0902,id_0893,Women's Missionary Council Booklet,,1959-01-01,booklet,"September scripture, devotions, Etta Calhoun Fund, items to collection, missionaries, poem",Women's Missionary Council; Sevice; Fellowship; Missions; Assemblies of God; Scripture; Devotions; Poem; Object Drive,,II Roberson: HWY's 100 Year Anniversary,image/png,image,/objects/id_0902.png,/objects/small/id_0902.png,/objects/thumbs/id_0902.png,,,
id_0903,id_0893,Women's Missionary Council Booklet,,1959-01-01,booklet,"October scripture, devotions, country, items to collect, project, and poem; November scripture, devotions, country, items to collect, poem",Women's Missionary Council; Sevice; Fellowship; Missions; Assemblies of God; Scripture; Devotions; Poem; Object Drive,,II Roberson: HWY's 100 Year Anniversary,image/png,image,/objects/id_0903.png,/objects/small/id_0903.png,/objects/thumbs/id_0903.png,,,
id_0904,id_0893,Women's Missionary Council Booklet,,1959-01-01,booklet,"December scripture, devotions, country, items to bring, project, and poem",Women's Missionary Council; Sevice; Fellowship; Missions; Assemblies of God; Scripture; Devotions; Poem; Object Drive,,II Roberson: HWY's 100 Year Anniversary,image/png,image,/objects/id_0904.png,/objects/small/id_0904.png,/objects/thumbs/id_0904.png,,,
id_0905,id_0893,Women's Missionary Council Booklet,,1959-01-01,booklet,List of members with addreses,Women's Missionary Council; Fellowship,,II Roberson: HWY's 100 Year Anniversary,image/png,image,/objects/id_0905.png,/objects/small/id_0905.png,/objects/thumbs/id_0905.png,,,
id_0906,id_0906,Highway Youth Banquet,,1959-03-06,program,Program Cover with an illustration of a Bible opened to Ecclesiastes 1:12,Service; Fellowship; Children's Ministry; Youth; Scripture,,II Roberson: HWY's 100 Year Anniversary,compound_object,compound_object,/objects/id_0906.png,/objects/small/id_0906.png,/objects/thumbs/id_0906.png,,,
id_0907,id_0906,Highway Youth Banquet,,1959-03-06,program,"Text reading, ""Highway Youth Banquet witih Couriers Quartet, Don Baldwin, Dave Kyllonen, Neal Enloe, Duane Nicholson, Ed Reece, Accompanist, Casa Conti, Glenside, Pa., Friday March 6, 1959",Service; Fellowship; Children's Ministry; Youth; Worship; Quartet,,II Roberson: HWY's 100 Year Anniversary,image/png,image,/objects/id_0907.png,/objects/small/id_0907.png,/objects/thumbs/id_0907.png,,,
id_0908,id_0906,Highway Youth Banquet,,1959-03-06,program,"Explanation of the program, which is divided into seven sections to represent each day of creation, Youth class teacher, Julia Bogdan, Officers John R. Day, President, Nancy Valentine, Secretary, Elizabeth Schmiel, Treasurer; Program with theme (creation), welcome from John Day, Couriers Quartet, Skit from Highway Young People, Group Singing, Couriers Quartet, Speaker Don Baldwin, Benediction from Pastor Roberson",Service; Fellowship; Children's Ministry; Youth; Scripture; Leadership; Worship; Prayer; Quartet,,II Roberson: HWY's 100 Year Anniversary,image/png,image,/objects/id_0908.png,/objects/small/id_0908.png,/objects/thumbs/id_0908.png,,,
id_0909,id_0906,Highway Youth Banquet,,1959-03-06,program,Page for autographs,Service; Fellowship; Children's Ministry; Youth,,II Roberson: HWY's 100 Year Anniversary,image/png,image,/objects/id_0909.png,/objects/small/id_0909.png,/objects/thumbs/id_0909.png,,,
id_0910,id_0906,Highway Youth Banquet,,1959-03-06,program,Banquet receipts from Casa Conti,Service; Fellowship; Children's Ministry; Youth; Receipt,,II Roberson: HWY's 100 Year Anniversary,image/png,image,/objects/id_0910.png,/objects/small/id_0910.png,/objects/thumbs/id_0910.png,,,
id_0911,id_0911,Third Annual Service of Sacred Music,,1960-06-04,invitation,Invitation card to the 3rd Annual Service of Scred Music at Highway Tabernacle (19th and Green Streets),Choir; Service; Fellowship; Worship,,II Roberson: HWY's 100 Year Anniversary,compound_object,compound_object,/objects/id_0911.png,/objects/small/id_0911.png,/objects/thumbs/id_0911.png,,,
id_0912,id_0911,Third Annual Service of Sacred Music,,1960-06-04,invitation,Name and address of a specific invitee,Choir; Service; Fellowship; Worship,,II Roberson: HWY's 100 Year Anniversary,image/png,image,/objects/id_0912.png,/objects/small/id_0912.png,/objects/thumbs/id_0912.png,,,
id_0913,id_0911,Third Annual Service of Sacred Music,,1960-06-04,program,"Front cover: Drawing of a cross with text that announces the date, event title, event location, and introduces a Guest String Ensemble that will be playing along with the Highway Choir; Back Cover: Names members of the string ensemble and the directress and accompanists of the Highway Choir",Choir; Service; Fellowship; Worship,,II Roberson: HWY's 100 Year Anniversary,image/png,image,/objects/id_0913.png,/objects/small/id_0913.png,/objects/thumbs/id_0913.png,,,
id_0914,id_0911,Third Annual Service of Sacred Music,,1960-06-04,program,Program of songs; Testimonies in Song,Choir; Service; Fellowship; Worship; Testimony; Patriotism,,II Roberson: HWY's 100 Year Anniversary,image/png,image,/objects/id_0914.png,/objects/small/id_0914.png,/objects/thumbs/id_0914.png,,,
id_0915,id_0915,Eastern District Convention,,1959-03-26,program,"Program reading ""Eastern District Spring Chirst Ambassadors Convention, March 26-28, 1959, Harrisburg, Pa."" and pictures captioned, ""Sunshine Party,"" ""Zembo Mosque,"" ""Harry Rowland,"" and ""Rev. Brown""",Assemblies of God; Eastern District; Convention; Christ Ambassadors; Fellowship; Service; Worship,,II Roberson: HWY's 100 Year Anniversary,compound_object,compound_object,/objects/id_0915.png,/objects/small/id_0915.png,/objects/thumbs/id_0915.png,,,
id_0916,id_0915,Eastern District Convention,,1959-03-26,program,"Convention notes about river excursion tickets, district chours books for sale, convention pictures on sale, and where parade participants should meet, thank you not to the Harrisburg AG churches and the William Wray Music House of Lemoyne, PA; Thursday and Friday morning activity schedules",Assemblies of God; Eastern District; Convention; Christ Ambassadors; Fellowship; Service; Worship,,II Roberson: HWY's 100 Year Anniversary,image/png,image,/objects/id_0916.png,/objects/small/id_0916.png,/objects/thumbs/id_0916.png,,,
id_0917,id_0915,Eastern District Convention,,1959-03-26,program,"Friday evening schedule, Saturday schedule, information about meals served in the Zembo Mosque and prices; List of convention committees, list of upcoming Christ Ambassadors events",Assemblies of God; Eastern District; Convention; Christ Ambassadors; Fellowship; Service; Worship,,II Roberson: HWY's 100 Year Anniversary,image/png,image,/objects/id_0917.png,/objects/small/id_0917.png,/objects/thumbs/id_0917.png,,,
id_0918,id_0915,Eastern District Convention,,1959-03-26,program,Lyrics to five songs,Assemblies of God; Eastern District; Convention; Christ Ambassadors; Fellowship; Service; Worship,,II Roberson: HWY's 100 Year Anniversary,image/png,image,/objects/id_0918.png,/objects/small/id_0918.png,/objects/thumbs/id_0918.png,,,
id_0919,id_0919,Christ Ambassadors Convention,,1960-04-14,program,"Cover reading, ""Fifth Christ Ambassadors Convention, Eastern District of the Assemblies of God, April 14-16, 1960, Zembo Mosque, Harrisburg, Pa., Rev. Chester P. Jenkins, District C.A. President, Rev. Paul Peck, District C.A. Secretary, Rev. Ted Papit, District C.A. Treasurer"" in front of a college of Christ Ambassadors images",Assemblies of God; Eastern District; Convention; Christ Ambassadors; Fellowship; Service; Worship,,II Roberson: HWY's 100 Year Anniversary,compound_object,compound_object,/objects/id_0919.png,/objects/small/id_0919.png,/objects/thumbs/id_0919.png,,,
id_0920,id_0919,Christ Ambassadors Convention,,1960-04-14,program,Thursday schedule of events,Assemblies of God; Eastern District; Convention; Christ Ambassadors; Fellowship; Service; Worship,,II Roberson: HWY's 100 Year Anniversary,image/png,image,/objects/id_0920.png,/objects/small/id_0920.png,/objects/thumbs/id_0920.png,,,
id_0921,id_0919,Christ Ambassadors Convention,,1960-04-14,program,Friday schedule of events,Assemblies of God; Eastern District; Convention; Christ Ambassadors; Fellowship; Service; Worship,,II Roberson: HWY's 100 Year Anniversary,image/png,image,/objects/id_0921.png,/objects/small/id_0921.png,/objects/thumbs/id_0921.png,,,
id_0922,id_0919,Christ Ambassadors Convention,,1960-04-14,program,"Saturday schedule of events, information about meal tickets, river excursion tickets, upcoming performances by the Couriers Quartet, and purchasing District C.A. Chorus Books",Assemblies of God; Eastern District; Convention; Christ Ambassadors; Fellowship; Service; Worship,,II Roberson: HWY's 100 Year Anniversary,image/png,image,/objects/id_0922.png,/objects/small/id_0922.png,/objects/thumbs/id_0922.png,,,
id_0923,id_0919,Christ Ambassadors Convention,,1960-04-14,program,"List of the Eastern District C.A. Executive Committee and Convention Housing Committee, words of appreciation, list of District Officers",Assemblies of God; Eastern District; Convention; Christ Ambassadors; Fellowship; Service; Worship,,II Roberson: HWY's 100 Year Anniversary,image/png,image,/objects/id_0923.png,/objects/small/id_0923.png,/objects/thumbs/id_0923.png,,,
id_0924,id_0919,Christ Ambassadors Convention,,1960-04-14,program,"Upcoming C.A. events, a special announcement of Youtharama, an interdenominaational youth rally in Harrisburg",Assemblies of God; Eastern District; Convention; Christ Ambassadors; Fellowship; Service; Worship; Children's Ministry; Youth,,II Roberson: HWY's 100 Year Anniversary,image/png,image,/objects/id_0924.png,/objects/small/id_0924.png,/objects/thumbs/id_0924.png,,,
id_0925,id_0925,Voice Recital,,1960-11-12,program,"Front Cover: Recital for Elizabeth McDowell's voice pupils with Miss Frederick Shahan and Florence Egner as accompanists at Bethany Evangelical Church; Back Cover: List of members of the girls chorus, male group, and of studios",Recital; Choir; Worship; Performance; Fellowship,,II Roberson: HWY's 100 Year Anniversary,compound_object,compound_object,/objects/id_0925.png,/objects/small/id_0925.png,/objects/thumbs/id_0925.png,,,
id_0926,id_0925,Voice Recital,,1960-11-12,program,Program of performances,Recital; Choir; Worship; Performance; Fellowship,,II Roberson: HWY's 100 Year Anniversary,image/png,image,/objects/id_0926.png,/objects/small/id_0926.png,/objects/thumbs/id_0926.png,,,
id_0927,id_0925,Dedication Program,,1960-11-20,program,"Front Cover: ""Dedication Program, Highway Tabernacle, Philadelphia, Pennsylvania""; Back Cover: note about general contractors",Dedication; Building; Service; Worship; Fellowship,,II Roberson: HWY's 100 Year Anniversary,image/png,image,/objects/id_0927.png,/objects/small/id_0927.png,/objects/thumbs/id_0927.png,,,
id_0928,id_0925,Dedication Program,,1960-11-20,program,"List of church leadership; Dedication of Highway's new location at 18th and Spring Garden Streets, order of worship",Dedication; Building; Service; Worship; Fellowship,,II Roberson: HWY's 100 Year Anniversary,image/png,image,/objects/id_0928.png,/objects/small/id_0928.png,/objects/thumbs/id_0928.png,,,
id_0929,,Congregation at Dedication,,1960-11-20,image,Image of the congregation at the dedication of Highway at 18th and Spring Garden,Dedication; Building; Service; Worship; Fellowship; Congregation,,II Roberson: HWY's 100 Year Anniversary,image/png,image,/objects/id_0929.png,/objects/small/id_0929.png,/objects/thumbs/id_0929.png,,,
id_0930,,Dedication,,1960-11-20,image,The Highway Choir with an organist in the balcony and a group of men at the pulpit at the dedication of the church at 18th and Spring Garden Streets,Dedication; Building; Service; Worship; Fellowship; Choir; Organ; Leadership,,II Roberson: HWY's 100 Year Anniversary,image/png,image,/objects/id_0930.png,/objects/small/id_0930.png,/objects/thumbs/id_0930.png,,,
id_0931,id_0931,Dedication,,1960-11-20,image,The Highway Choir with an organist in the balcony and a group of men at the pulpit at the dedication of the church at 18th and Spring Garden Streets,Dedication; Building; Service; Worship; Fellowship; Choir; Organ; Leadership,,II Roberson: HWY's 100 Year Anniversary,compound_object,compound_object,/objects/id_0931.png,/objects/small/id_0931.png,/objects/thumbs/id_0931.png,,,
id_0932,id_0931,Dedication,,1960-11-20,image description,Time and date of the dedication program at 18th and Spring Garden,Dedication; Building; Service; Worship; Fellowship,,II Roberson: HWY's 100 Year Anniversary,image/png,image,/objects/id_0932.png,/objects/small/id_0932.png,/objects/thumbs/id_0932.png,,,
id_0933,id_0933,Congregation at Dedication,,1960-11-20,image,Image of the congregation at the dedication of Highway at 18th and Spring Garden,Dedication; Building; Service; Worship; Fellowship; Congregation,,II Roberson: HWY's 100 Year Anniversary,compound_object,compound_object,/objects/id_0933.png,/objects/small/id_0933.png,/objects/thumbs/id_0933.png,,,
id_0934,id_0933,Congregation at Dedication,,1960-11-20,image description,Time and date of the dedication program at 18th and Spring Garden,Dedication; Building; Service; Worship; Fellowship; Congregation,,II Roberson: HWY's 100 Year Anniversary,image/png,image,/objects/id_0934.png,/objects/small/id_0934.png,/objects/thumbs/id_0934.png,,,
id_0935,,Sanctuary,,1960-01-01,image,Image of the sanctuary at 18th and Spring Garden Streets,Building; Sanctuary,,II Roberson: HWY's 100 Year Anniversary,image/png,image,/objects/id_0935.png,/objects/small/id_0935.png,/objects/thumbs/id_0935.png,,,
id_0936,,Highway Choral Group,,1960-01-01,image,Portrait of the Highway Choral Group in the sanctuary at 18th and Spring Garden Streets,Choir; Portrait; Sanctuary,,II Roberson: HWY's 100 Year Anniversary,image/png,image,/objects/id_0936.png,/objects/small/id_0936.png,/objects/thumbs/id_0936.png,,,
id_0937,id_0937,Christ Ambassadors Convention,,1961-03-30,program,"Front Cover: ""6th Christ Ambassadors Convention, Eastern District Council of the Assemblies of God, March 30 - April 1, 1961, Zembo Mosque, Harrisburg, Pa., Rev. Chester P. Jenkins, District C. A. President, Rev. Paul Peck, District C. A. Secretary, Rev. Ted Papit, District, C. A. Treasurer"" in front of a collage of images; Back Cover: Convention chorus lyrics, Eastern District C. A. Executive Committee, Convention Housing Committee, Words of Appreciation, and District Officers",Christ Ambassadors; Assemblies of God; Eastern District; Conference; Service; Fellowship; Worship,,II Roberson: HWY's 100 Year Anniversary,compound_object,compound_object,/objects/id_0937.png,/objects/small/id_0937.png,/objects/thumbs/id_0937.png,,,
id_0938,id_0937,Christ Ambassadors Convention,,1961-03-30,program,"Program for Thursday, Friday, and Saturday with a note about meal tickets and the menu",Christ Ambassadors; Assemblies of God; Eastern District; Conference; Service; Fellowship; Worship,,II Roberson: HWY's 100 Year Anniversary,image/png,image,/objects/id_0938.png,/objects/small/id_0938.png,/objects/thumbs/id_0938.png,,,
id_0939,id_0939,Youth Sings!,,1961-10-07,invitation,"Invitation card for special guest to the ""Youth Sings!"" event at Highway",Choir; Children's Ministry; Youth; Service; Fellowship,,II Roberson: HWY's 100 Year Anniversary,compound_object,compound_object,/objects/id_0939.png,/objects/small/id_0939.png,/objects/thumbs/id_0939.png,,,
id_0940,id_0939,Youth Sings!,,1961-10-07,invitation,"Name of guest, guest's home church, guest's age, and name of person who invited the guest",Choir; Children's Ministry; Youth; Service; Fellowship,,II Roberson: HWY's 100 Year Anniversary,image/png,image,/objects/id_0940.png,/objects/small/id_0940.png,/objects/thumbs/id_0940.png,,,
id_0941,id_0941,Graduation Banquet,,1961-06-23,program,A gold eagle carries the Christian flag and the American flag on blue construction paper with the year 1961 printed in gold ink,Graduation; Youth; Children's Ministry; Fellowship; Service; Patriotism,,II Roberson: HWY's 100 Year Anniversary,compound_object,compound_object,/objects/id_0941.png,/objects/small/id_0941.png,/objects/thumbs/id_0941.png,,,
id_0942,id_0941,Graduation Banquet,,1961-06-23,program,"""C. A. Banquet honoring Graduates of Highway Tabernacle, Philadelphia, Pennsylvania, Friday, June 23, 1961, Collmont Diner, Collingswood, New Jersey""",Graduation; Youth; Children's Ministry; Fellowship; Service,,II Roberson: HWY's 100 Year Anniversary,image/png,image,/objects/id_0942.png,/objects/small/id_0942.png,/objects/thumbs/id_0942.png,,,
id_0943,id_0941,Graduation Banquet,,1961-06-23,program,"Ephesians 6:11, II Timothy 2:3-4; Names of graduates sorted by high school, nursing school, and seminary",Graduation; Youth; Children's Ministry; Fellowship; Service; Scripture,,II Roberson: HWY's 100 Year Anniversary,image/png,image,/objects/id_0943.png,/objects/small/id_0943.png,/objects/thumbs/id_0943.png,,,
id_0944,id_0941,Graduation Banquet,,1961-06-23,program,List of commanding officers; List of officers on duty and of staff musicians,Graduation; Youth; Children's Ministry; Fellowship; Service; Leadership,,II Roberson: HWY's 100 Year Anniversary,image/png,image,/objects/id_0944.png,/objects/small/id_0944.png,/objects/thumbs/id_0944.png,,,
id_0945,id_0941,Graduation Banquet,,1961-06-23,program,Program of events,Graduation; Youth; Children's Ministry; Fellowship; Service,,II Roberson: HWY's 100 Year Anniversary,image/png,image,/objects/id_0945.png,/objects/small/id_0945.png,/objects/thumbs/id_0945.png,,,
id_0946,id_0941,Graduation Banquet,,1961-06-23,program,Menu; Staff personnel,Graduation; Youth; Children's Ministry; Fellowship; Service; Leadership,,II Roberson: HWY's 100 Year Anniversary,image/png,image,/objects/id_0946.png,/objects/small/id_0946.png,/objects/thumbs/id_0946.png,,,
id_0947,id_0947,67th Anniversary Service,,1961-11-19,program,"Front Cover: ""67th Anniversary Services, Thanksgiving"" with an image of a cross and an image of two pilgrims with a cornucopia; Back Cover: ""3 Great Services Thanksgiving Day, 10:00 AM, 3:00 PM, 7:30 PM, Bring basket lunch and spend the day. Hot drinks furnished. Highway Tabernacle, 18th and Spring Garden St., Philadelphia, PA., Rev. W. Howard Roberson, Pastor""",Anniversary; Service; Fellowship; Worship; Thanksgiving,,II Roberson: HWY's 100 Year Anniversary,compound_object,compound_object,/objects/id_0947.png,/objects/small/id_0947.png,/objects/thumbs/id_0947.png,,,
id_0948,id_0947,67th Anniversary Service,,1961-11-19,program,"Portrait of Rev. Wallace Bragg with a title marking him as the guest speaker, November 19-26, Sunday 11 AM & 7:30 PM, Tuesday-Friday 8 PM; List of Messages; ""Faith for Our Time, The Trend of the Age, Reasons for Christ's Return, Events Accompanying Christ's Return, The Jews in the End of this Age, Destruction of Communism, the Danger of Compromise, the Comforter, Praying in the Holy Ghost, Keeping Pentecost Pentecostal."" Services also include prayer for the sick, special music, and singing",Anniversary; Service; Fellowship; Worship; Thanksgiving; Reverend Bragg,,II Roberson: HWY's 100 Year Anniversary,image/png,image,/objects/id_0948.png,/objects/small/id_0948.png,/objects/thumbs/id_0948.png,,,
id_0949,,Evangelist Ernest Manley,,,flyer,Card announcing a sermon series from Evangelist Ernest A. Manley September 19-29 at Highway Tabernacle (18th and Spring Garden),Evangelist; Sermon,,II Roberson: HWY's 100 Year Anniversary,image/png,image,/objects/id_0949.png,/objects/small/id_0949.png,/objects/thumbs/id_0949.png,,likely from 1961 based on the placement in Mrs. Bogdan's book,
id_0950,,Revivaltime Radio Broadcast,,1964-03-22,image,"Radio broadcast of Revivaltime with two men singing into a microphone, three men standing in the background, and an organist in the sanctuary at Highway (18th and Spring Garden) in front of a Revivaltime banner",,,II Roberson: HWY's 100 Year Anniversary,image/png,image,/objects/id_0950.png,/objects/small/id_0950.png,/objects/thumbs/id_0950.png,,,
id_0951,,Revivaltime Radio Broadcast,,1964-03-22,image,Radio broadcast of Revivaltime withmen singing to an organ in the sanctuary at Highway (18th and Spring Garden) in front of a Revivaltime banner,,,II Roberson: HWY's 100 Year Anniversary,image/png,image,/objects/id_0951.png,/objects/small/id_0951.png,/objects/thumbs/id_0951.png,,,
id_0952,id_0952,Christ Ambassadors Convention,,1963-04-11,program,"Front Cover: ""8th Christ Ambassadors Convention, Eastern District Council of the Assemblies of God, April 11-12, 1963, Jaffa Mosque, Altoona, Penna., Rev. Chester P. Jenkins, District C. A. President"" in front of a collage of images; Word of thanks, District C. A. Calendar 1963; Lyrics to Lord, I Believe!, Until Then, and He's So Wonderful",Christ Ambassadors; Assemblies of God; Eastern District; Calendar; Lyrics; Worship,,II Roberson: HWY's 100 Year Anniversary,compound_object,compound_object,/objects/id_0952.png,/objects/small/id_0952.png,/objects/thumbs/id_0952.png,,,
id_0953,id_0952,Christ Ambassadors Convention,,1963-04-11,program,"Convention program, advertisement for the convention book store, Eastern District C. A. Executive Committee; Lyrics to Cheer Up, O Christian, Cheer Up and Down Deep in My Heart",Christ Ambassadors; Assemblies of God; Eastern District; Advertisement; Lyrics; Worship,,II Roberson: HWY's 100 Year Anniversary,image/png,image,/objects/id_0953.png,/objects/small/id_0953.png,/objects/thumbs/id_0953.png,,,
